,date,open,close,high,low,volume,amount,swing,chg_pct,chg_amount,turnover
138,2015-07-28,3690.97,3811.09,3883.45,3627.42,383527216,482654543336.0,6.7,-0.2,-7.64,1.37
139,2015-07-29,3839.96,3930.38,3934.0,3769.19,276972845,372287868068.0,4.32,3.13,119.29,0.99
140,2015-07-30,3915.78,3815.41,3968.53,3802.88,271548665,376351170573.0,4.21,-2.93,-114.97,0.97
141,2015-07-31,3777.15,3816.7,3863.62,3757.99,222376767,299312543754.0,2.77,0.03,1.29,0.79
142,2015-08-03,3766.07,3829.24,3829.24,3742.58,245805030,309631297700.0,2.27,0.33,12.54,0.88
143,2015-08-04,3827.37,3948.16,3948.45,3801.03,220236556,288756503266.0,3.85,3.11,118.92,0.79
144,2015-08-05,3937.62,3866.9,3962.28,3858.66,200484269,272693513971.0,2.62,-2.06,-81.26,0.72
145,2015-08-06,3802.93,3831.85,3888.69,3793.24,147278694,195532363765.0,2.47,-0.91,-35.05,0.53
146,2015-08-07,3866.43,3906.94,3926.65,3857.91,183349153,246546119056.0,1.79,1.96,75.09,0.65
147,2015-08-10,3947.47,4084.36,4101.73,3932.84,306780540,401702020648.0,4.32,4.54,177.42,1.1
148,2015-08-11,4083.59,4066.67,4110.13,4042.0,322034191,416996541243.0,1.67,-0.43,-17.69,1.15
149,2015-08-12,4025.67,4016.13,4078.03,4015.35,255146196,339799364935.0,1.54,-1.24,-50.54,0.91
150,2015-08-13,4010.01,4075.46,4075.7,3967.82,242836979,319887602964.0,2.69,1.48,59.33,0.87
151,2015-08-14,4097.92,4073.54,4113.16,4056.73,253392996,340076813259.0,1.38,-0.05,-1.92,0.9
152,2015-08-17,4058.11,4077.87,4081.77,4009.99,256939638,336830563044.0,1.76,0.11,4.33,0.92
153,2015-08-18,4084.31,3825.41,4103.05,3816.55,319881070,424924184411.0,7.03,-6.19,-252.46,1.14
154,2015-08-19,3748.27,3886.14,3898.74,3668.19,269049839,340923470856.0,6.03,1.59,60.73,0.96
155,2015-08-20,3848.4,3761.45,3880.82,3761.45,212167965,270576698834.0,3.07,-3.21,-124.69,0.76
156,2015-08-21,3714.29,3589.54,3757.78,3578.17,217986403,267498426435.0,4.78,-4.57,-171.91,0.78
157,2015-08-24,3454.6,3275.53,3468.15,3266.55,255436652,273124228208.0,5.62,-8.75,-314.01,0.91
158,2015-08-25,3070.01,3042.93,3200.11,3019.56,276081306,281160333742.0,5.51,-7.1,-232.6,0.99
159,2015-08-26,3062.57,3025.69,3192.93,2952.01,308270623,312188248685.0,7.92,-0.57,-17.24,1.1
160,2015-08-27,3092.81,3205.64,3206.72,3028.4,267294930,278769983405.0,5.89,5.95,179.95,0.95
161,2015-08-28,3246.24,3342.29,3353.24,3223.62,299498426,318763482694.0,4.04,4.26,136.65,1.07
162,2015-08-31,3307.4,3366.54,3368.28,3205.54,280250403,306610891136.0,4.87,0.73,24.25,1.0
163,2015-09-01,3296.53,3362.08,3370.5,3190.58,352458528,351387828324.0,5.34,-0.13,-4.46,1.26
164,2015-09-02,3220.85,3365.83,3387.02,3213.64,347789412,348986389305.0,5.16,0.11,3.75,1.24
165,2015-09-07,3347.29,3250.49,3422.22,3240.24,204224431,221756790269.0,5.41,-3.43,-115.34,0.73
166,2015-09-08,3221.79,3334.02,3340.22,3170.81,154599631,168294750030.0,5.21,2.57,83.53,0.55
167,2015-09-09,3344.82,3399.31,3426.65,3330.29,220467421,258815794996.0,2.89,1.96,65.29,0.79
168,2015-09-10,3349.28,3357.56,3398.32,3337.31,144882971,168108269695.0,1.79,-1.23,-41.75,0.52
169,2015-09-11,3349.88,3347.19,3383.13,3315.48,108547508,130262410873.0,2.01,-0.31,-10.37,0.39
170,2015-09-14,3367.64,3281.13,3373.92,3187.57,205457251,226168550065.0,5.57,-1.97,-66.06,0.73
171,2015-09-15,3208.74,3152.23,3240.08,3131.98,143555641,145989213753.0,3.29,-3.93,-128.9,0.51
172,2015-09-16,3149.16,3309.25,3345.92,3131.37,159709994,168269840344.0,6.81,4.98,157.02,0.57
173,2015-09-17,3287.66,3237.0,3354.91,3237.0,169401881,190270181393.0,3.56,-2.18,-72.25,0.6
174,2015-09-18,3254.44,3251.27,3280.88,3227.83,106903481,121752531747.0,1.64,0.44,14.27,0.38
175,2015-09-21,3222.6,3308.25,3312.55,3211.93,122788668,145323018237.0,3.09,1.75,56.98,0.44
176,2015-09-22,3312.37,3339.03,3371.41,3303.18,146221985,172492862561.0,2.06,0.93,30.78,0.52
177,2015-09-23,3290.07,3263.03,3315.94,3253.33,123171439,136885975737.0,1.88,-2.28,-76.0,0.44
178,2015-09-24,3278.9,3285.0,3300.86,3255.9,102011238,120820642496.0,1.38,0.67,21.97,0.36
179,2015-09-25,3272.67,3231.95,3290.86,3201.91,121419278,137602168790.0,2.71,-1.61,-53.05,0.43
180,2015-09-28,3226.61,3242.75,3246.55,3186.51,74219468,88007466971.0,1.86,0.33,10.8,0.27
181,2015-09-29,3197.22,3178.85,3208.42,3159.04,87150633,96691510035.0,1.52,-1.97,-63.9,0.31
182,2015-09-30,3195.9,3202.95,3223.91,3186.77,78559349,95881598729.0,1.17,0.76,24.1,0.28
183,2015-10-08,3324.98,3296.48,3337.33,3294.6,132081768,164120601354.0,1.33,2.92,93.53,0.47
184,2015-10-09,3302.36,3340.12,3352.38,3293.97,124352500,144731343186.0,1.77,1.32,43.64,0.44
185,2015-10-12,3351.14,3447.69,3486.63,3347.25,221400468,263706468495.0,4.17,3.22,107.57,0.79
186,2015-10-13,3422.48,3445.04,3452.05,3413.97,145433786,174978937957.0,1.1,-0.08,-2.65,0.52
187,2015-10-14,3431.14,3406.11,3458.7,3403.23,152173938,174599255680.0,1.61,-1.13,-38.93,0.54
188,2015-10-15,3403.39,3486.81,3486.81,3402.32,171158299,201881880361.0,2.48,2.37,80.7,0.61
189,2015-10-16,3508.52,3534.07,3537.54,3487.1,208964709,252211491386.0,1.45,1.36,47.26,0.75
190,2015-10-19,3548.95,3534.18,3572.99,3502.5,207606744,254890985147.0,1.99,0.0,0.11,0.74
191,2015-10-20,3527.88,3577.7,3577.8,3510.44,179025108,226525577194.0,1.91,1.23,43.52,0.64
192,2015-10-21,3580.84,3473.25,3601.24,3417.41,282076050,326886985805.0,5.14,-2.92,-104.45,1.01
193,2015-10-22,3453.2,3524.53,3530.77,3442.31,184305580,223583606540.0,2.55,1.48,51.28,0.66
194,2015-10-23,3536.84,3571.24,3581.84,3515.82,198294478,247059685203.0,1.87,1.33,46.71,0.71
195,2015-10-26,3614.7,3589.26,3620.76,3561.19,204248863,270489759134.0,1.67,0.5,18.02,0.73
196,2015-10-27,3569.45,3592.88,3601.05,3486.1,192056140,239042538536.0,3.2,0.1,3.62,0.69
197,2015-10-28,3575.8,3524.92,3598.17,3517.21,170977098,213303023833.0,2.25,-1.89,-67.96,0.61
198,2015-10-29,3539.98,3533.31,3561.81,3507.97,127010446,161051885808.0,1.53,0.24,8.39,0.45
199,2015-10-30,3530.22,3534.08,3574.47,3497.57,139141914,183317149529.0,2.18,0.02,0.77,0.5
200,2015-11-02,3489.23,3475.96,3543.45,3474.71,130002568,167455101934.0,1.95,-1.64,-58.12,0.46
201,2015-11-03,3484.72,3465.49,3501.7,3452.62,101401876,132231502584.0,1.41,-0.3,-10.47,0.36
202,2015-11-04,3477.16,3628.54,3628.54,3477.16,205423865,266955889953.0,4.37,4.7,163.05,0.73
203,2015-11-05,3630.78,3705.97,3781.41,3627.3,398046568,495138171518.0,4.25,2.13,77.43,1.42
204,2015-11-06,3698.34,3793.37,3801.71,3694.66,298753076,389779446699.0,2.89,2.36,87.4,1.07
205,2015-11-09,3796.38,3840.35,3891.77,3796.38,356804823,463161707601.0,2.51,1.24,46.98,1.27
206,2015-11-10,3806.67,3833.24,3876.49,3798.82,286519603,380910629424.0,2.02,-0.19,-7.11,1.02
207,2015-11-11,3828.45,3833.65,3843.11,3781.41,232234296,307008336072.0,1.61,0.01,0.41,0.83
208,2015-11-12,3841.74,3795.32,3843.9,3771.27,217537647,302446791881.0,1.89,-1.0,-38.33,0.78
209,2015-11-13,3756.2,3746.24,3793.71,3727.58,203489891,281961129453.0,1.74,-1.29,-49.08,0.73
210,2015-11-16,3682.73,3764.13,3764.41,3680.07,161690901,227483711616.0,2.25,0.48,17.89,0.58
211,2015-11-17,3790.43,3758.39,3852.77,3750.16,248533071,365138598381.0,2.73,-0.15,-5.74,0.89
212,2015-11-18,3760.46,3715.58,3771.85,3706.31,185689495,254137953313.0,1.74,-1.14,-42.81,0.66
213,2015-11-19,3725.62,3774.97,3775.23,3714.67,154631989,204557606993.0,1.63,1.6,59.39,0.55
214,2015-11-20,3778.88,3774.38,3793.54,3757.03,186951689,242295089781.0,0.97,-0.02,-0.59,0.67
215,2015-11-23,3774.44,3753.34,3802.85,3743.41,175626812,234640979610.0,1.57,-0.56,-21.04,0.63
216,2015-11-24,3745.76,3753.89,3754.17,3702.74,143383283,192495095083.0,1.37,0.01,0.55,0.51
217,2015-11-25,3747.76,3781.61,3781.86,3735.72,151944941,215125047954.0,1.23,0.74,27.72,0.54
218,2015-11-26,3795.25,3759.43,3805.84,3756.82,173525468,239797205559.0,1.3,-0.59,-22.18,0.62
219,2015-11-27,3739.1,3556.99,3742.74,3534.39,208939358,269758168475.0,5.54,-5.38,-202.44,0.75
220,2015-11-30,3554.89,3566.41,3587.97,3455.07,173201163,220098287801.0,3.74,0.26,9.42,0.62
221,2015-12-01,3562.32,3591.7,3617.31,3536.12,136536554,176598805608.0,2.28,0.71,25.29,0.49
222,2015-12-02,3587.76,3721.95,3725.85,3573.4,213538865,260938692616.0,4.24,3.63,130.25,0.76
223,2015-12-03,3709.55,3749.3,3758.45,3693.14,197762126,236698987440.0,1.75,0.73,27.35,0.71
224,2015-12-04,3719.73,3677.59,3726.12,3667.29,151199522,196455597757.0,1.57,-1.91,-71.71,0.54
225,2015-12-07,3681.58,3687.61,3699.34,3658.58,113883150,161220059836.0,1.11,0.27,10.02,0.41
226,2015-12-08,3668.84,3623.02,3668.84,3619.44,125781083,163317229186.0,1.34,-1.75,-64.59,0.45
227,2015-12-09,3613.42,3635.94,3655.16,3611.49,113325422,154319992100.0,1.21,0.36,12.92,0.4
228,2015-12-10,3634.37,3623.08,3678.32,3615.99,120215625,168622188283.0,1.71,-0.35,-12.86,0.43
229,2015-12-11,3605.37,3608.06,3630.74,3578.15,110322481,145248640244.0,1.45,-0.41,-15.02,0.39
230,2015-12-14,3573.88,3711.32,3712.5,3571.0,151769119,203291513291.0,3.92,2.86,103.26,0.54
231,2015-12-15,3707.73,3694.39,3717.36,3679.23,126481710,186795461663.0,1.03,-0.46,-16.93,0.45
232,2015-12-16,3703.95,3685.44,3713.09,3677.45,111342723,160118243242.0,0.96,-0.24,-8.95,0.4
233,2015-12-17,3712.78,3755.89,3768.84,3709.85,177924075,242543823434.0,1.6,1.91,70.45,0.64
234,2015-12-18,3754.96,3767.91,3810.22,3750.93,173465980,232281458171.0,1.58,0.32,12.02,0.62
235,2015-12-21,3762.1,3865.96,3877.82,3759.99,217435275,289905289214.0,3.13,2.6,98.05,0.78
236,2015-12-22,3872.1,3876.73,3880.47,3841.59,180303661,243797366698.0,1.01,0.28,10.77,0.64
237,2015-12-23,3877.87,3866.38,3926.69,3862.96,207017147,294710770246.0,1.64,-0.27,-10.35,0.74
238,2015-12-24,3858.13,3829.4,3867.68,3787.08,147181397,203683543579.0,2.08,-0.96,-36.98,0.53
239,2015-12-25,3832.08,3838.2,3848.02,3813.2,119624013,163314511431.0,0.91,0.23,8.8,0.43
240,2015-12-28,3847.53,3727.63,3853.39,3727.63,153988440,210026020459.0,3.28,-2.88,-110.57,0.55
241,2015-12-29,3723.05,3761.87,3762.05,3710.48,101885555,140405054699.0,1.38,0.92,34.24,0.36
242,2015-12-30,3762.91,3765.18,3765.66,3726.28,105629955,155744099319.0,1.05,0.09,3.31,0.38
243,2015-12-31,3760.9,3731.0,3772.62,3727.32,101873556,145043696235.0,1.2,-0.91,-34.18,0.36
